time;knee_l_on_femur_l_in_tibia_l_fx;knee_l_on_femur_l_in_tibia_l_fy;knee_l_on_femur_l_in_tibia_l_fz;knee_l_on_femur_l_in_tibia_l_mx;knee_l_on_femur_l_in_tibia_l_my;knee_l_on_femur_l_in_tibia_l_mz;knee_l_on_femur_l_in_tibia_l_px;knee_l_on_femur_l_in_tibia_l_py;knee_l_on_femur_l_in_tibia_l_pz
1.646;-134.4916116;1548.232182;49.29521999;-42.58561463;-0.936282912;26.36181082;-0.05751945;0.45114423;0
1.647;-133.9350339;1550.123395;49.43942623;-42.73593878;-0.979201319;26.32519669;-0.057279447;0.451171969;0
1.648;-133.3861947;1552.105133;49.58224999;-42.88927533;-1.022925998;26.28792874;-0.057038835;0.45119965;0
1.649;-132.8242144;1553.929879;49.72913403;-43.05041755;-1.069428954;26.24630472;-0.05679748;0.451227288;2.78E-17
1.65;-132.2476804;1555.583327;49.88041966;-43.21974257;-1.118884847;26.20013594;-0.056555252;0.451254897;-1.39E-17
1.651;-131.6226022;1556.998554;50.03291644;-43.31080889;-1.122252159;26.14957523;-0.056312028;0.451282488;0
1.652;-131.0041578;1558.505732;50.18469139;-43.40847608;-1.127840384;26.09825532;-0.056067686;0.451310074;1.39E-17
1.653;-130.3904781;1560.08808;50.33639498;-43.51368438;-1.136096391;26.04590534;-0.055822104;0.451337667;0
1.654;-129.7624764;1561.51144;50.49260865;-43.62765669;-1.147839054;25.98901907;-0.055575161;0.451365279;0
1.655;-129.1191689;1562.764147;50.65355591;-43.7499006;-1.163004403;25.927385;-0.055326742;0.45139292;2.78E-17
1.656;-128.4708559;1563.977539;50.81690162;-43.87947702;-1.181236632;25.86289926;-0.055076736;0.451420599;0
1.657;-127.8265495;1565.27359;50.98121697;-44.01768386;-1.203155568;25.79744836;-0.054825035;0.451448327;0
1.658;-127.1847819;1566.638377;51.14707521;-44.16460989;-1.228998871;25.73076926;-0.054571533;0.451476111;0
1.659;-126.5288822;1567.853564;51.31765717;-44.31749271;-1.257978793;25.6593627;-0.054316127;0.45150396;1.39E-17
1.66;-125.8583587;1568.91039;51.49291927;-44.47510799;-1.289713634;25.58297183;-0.054058716;0.451531883;0
1.661;-125.3018992;1571.582876;51.74173507;-44.63305598;-1.293477934;25.53162497;-0.053799208;0.451559884;0
1.662;-124.7482418;1574.342886;51.99250604;-44.79819061;-1.301344754;25.47841419;-0.053537513;0.451587971;-2.78E-17
1.663;-124.1964722;1577.180531;52.24551382;-44.96979436;-1.313207821;25.42304912;-0.053273545;0.451616148;0
1.664;-123.6321052;1579.890012;52.50218175;-45.14224565;-1.326635621;25.36193507;-0.053007219;0.451644422;0
1.665;-123.0549575;1582.464173;52.76215938;-45.31415021;-1.341009996;25.2947694;-0.052738457;0.451672795;1.39E-17
1.666;-122.4741009;1585.026906;53.02457312;-45.48736496;-1.357102401;25.2233328;-0.052467187;0.451701272;-1.39E-17
1.667;-121.8974417;1587.697191;53.28779325;-45.66299631;-1.376133635;25.1495794;-0.052193342;0.451729854;0
1.668;-121.3246736;1590.469885;53.5523828;-45.84047858;-1.397677355;25.07319166;-0.051916856;0.451758543;0
1.669;-120.74242;1593.142015;53.81835769;-46.01358769;-1.418308047;24.99049395;-0.05163767;0.451787342;0
1.67;-120.1504673;1595.705436;54.08517503;-46.18131643;-1.437357583;24.90117757;-0.05135573;0.451816251;1.39E-17
1.671;-119.7238413;1600.885964;54.48439429;-46.4938559;-1.486406901;24.86976785;-0.051070986;0.451845269;0
1.672;-119.3027862;1606.207432;54.88310437;-46.80470461;-1.536082835;24.83477894;-0.050783398;0.451874395;0
1.673;-118.8869702;1611.664365;55.28079628;-47.11282457;-1.585719239;24.79587896;-0.050492926;0.451903629;-1.39E-17
1.674;-118.4625808;1617.042793;55.67711776;-47.41355265;-1.631963665;24.74936629;-0.050199535;0.451932967;0
1.675;-118.0290259;1622.330831;56.07162759;-47.70661023;-1.674359533;24.69494875;-0.049903197;0.451962408;1.39E-17
1.676;-117.5944059;1627.652418;56.46374074;-47.99426888;-1.714206119;24.63452069;-0.049603891;0.451991947;-1.39E-17
1.677;-117.1677032;1633.143984;56.85220042;-48.27742017;-1.752151212;24.56999122;-0.0493016;0.45202158;0
1.678;-116.7483278;1638.797487;57.23643689;-48.55558032;-1.787607538;24.50104804;-0.048996315;0.452051303;-1.39E-17
1.679;-116.3210937;1644.377113;57.61706551;-48.82662552;-1.818371044;24.42399029;-0.048688025;0.45208111;1.39E-17
1.68;-115.8850295;1649.865751;57.993997;-49.09088896;-1.844375273;24.33852938;-0.048376731;0.452110995;0
1.681;-115.6405389;1656.42439;58.43097668;-49.46672584;-1.899430672;24.22122242;-0.048062439;0.452140952;-1.39E-17
1.682;-115.4032583;1663.166848;58.86176541;-49.83773961;-1.950864457;24.09948094;-0.047745162;0.452170973;-1.39E-17
1.683;-115.1721024;1670.079971;59.28609183;-50.20406176;-1.998399243;23.973029;-0.047424916;0.45220105;0
1.684;-114.9300372;1676.902975;59.70678635;-50.56591657;-2.041565239;23.83835023;-0.047101723;0.452231175;0
1.685;-114.6756486;1683.614264;60.12437516;-50.92402985;-2.080702673;23.69525736;-0.046775609;0.452261339;1.39E-17
1.686;-114.4176803;1690.352191;60.5375404;-51.27926023;-2.116410325;23.54567405;-0.046446612;0.452291533;0
1.687;-114.1654272;1697.26538;60.94366453;-51.63174367;-2.148389174;23.39152678;-0.046114775;0.452321747;1.39E-17
1.688;-113.9174126;1704.335659;61.34298567;-51.98199732;-2.17674622;23.23258827;-0.045780145;0.45235197;0
1.689;-113.6558086;1711.283957;61.74062399;-52.33133009;-2.202585238;23.06545581;-0.045442771;0.452382192;-1.39E-17
1.69;-113.3792649;1718.087528;62.13748497;-52.68033503;-2.226442356;22.8899944;-0.045102712;0.452412401;-1.39E-17
1.691;-113.3167364;1726.487286;62.59205504;-53.0867249;-2.249594739;22.68390302;-0.044760034;0.452442586;-1.39E-17
1.692;-113.2557642;1735.038138;63.04087041;-53.49312042;-2.270297528;22.47300211;-0.04441481;0.452472734;1.39E-17
1.693;-113.1947768;1743.719264;63.48463818;-53.90011138;-2.288939157;22.25709975;-0.044067115;0.452502833;-1.39E-17
1.694;-113.1165695;1752.247199;63.9299264;-54.30864656;-2.307402402;22.03289159;-0.043717029;0.452532872;1.39E-17
1.695;-113.0201956;1760.601684;64.37770277;-54.71894699;-2.326174534;21.80028148;-0.043364639;0.452562836;-1.39E-17
1.696;-112.914852;1768.933933;64.82523127;-55.13096879;-2.344817946;21.56118286;-0.04301004;0.452592713;1.39E-17
1.697;-112.8089947;1777.391759;65.26957018;-55.54529613;-2.362891917;21.31751763;-0.042653332;0.452622489;0
1.698;-112.7013436;1785.95555;65.71157267;-55.96231265;-2.380822769;21.06913042;-0.042294621;0.452652151;1.39E-17
1.699;-112.5762868;1794.350546;66.15875206;-56.38241525;-2.40038108;20.81291046;-0.041934012;0.452681686;-1.39E-17
1.7;-112.4338427;1802.560461;66.60988087;-56.80388698;-2.421709319;20.54858924;-0.04157162;0.452711079;0
1.701;-112.4833007;1813.042435;67.14013121;-57.27176697;-2.433904116;20.27628097;-0.041207569;0.452740317;-1.39E-17
1.702;-112.5303841;1823.638269;67.66954202;-57.74319347;-2.447020022;19.99884715;-0.040841986;0.452769386;0
1.703;-112.5742974;1834.332449;68.19880163;-58.21828978;-2.461335767;19.71616231;-0.040475002;0.452798271;1.39E-17
1.704;-112.6015618;1844.863343;68.73353326;-58.69528818;-2.477802671;19.42517584;-0.040106749;0.452826959;1.39E-17
1.705;-112.6121883;1855.219414;69.27402828;-59.17385485;-2.496385848;19.1258814;-0.03973737;0.452855437;0
1.706;-112.6145349;1865.551898;69.81722177;-59.65481502;-2.516545242;18.82016274;-0.039367012;0.45288369;0
1.707;-112.6163047;1876.008293;70.36051949;-60.13969072;-2.538199708;18.50986451;-0.038995827;0.452911705;0
1.708;-112.6171284;1886.5776;70.9042706;-60.62846615;-2.561423589;18.19490939;-0.038623969;0.452939468;0
1.709;-112.6049376;1897.00702;71.45301338;-61.11834398;-2.586301281;17.87244335;-0.038251596;0.452966966;1.39E-17
1.71;-112.5798205;1907.286179;72.00671653;-61.60892284;-2.612640503;17.54253387;-0.037878871;0.452994186;-1.39E-17
1.711;-112.6553932;1917.488181;72.52994944;-62.04642834;-2.620670634;17.15411355;-0.037505963;0.453021116;0
1.712;-112.733126;1927.84149;73.05273256;-62.48819696;-2.630041608;16.76210717;-0.037133045;0.453047741;0
1.713;-112.8128311;1938.337734;73.5751443;-62.93417275;-2.640687116;16.36650083;-0.036760292;0.453074051;0
1.714;-112.8827284;1948.720358;74.10109842;-63.38073433;-2.652171454;15.9647017;-0.036387882;0.453100033;1.39E-17
1.715;-112.9427178;1958.976785;74.6305583;-63.82752127;-2.664308129;15.55685638;-0.036015995;0.453125676;0
1.716;-112.9998259;1969.256392;75.16140701;-64.27690914;-2.677179229;15.14492642;-0.03564482;0.453150968;-1.39E-17
1.717;-113.0625587;1979.72019;75.6902367;-64.73077204;-2.691015535;14.73033898;-0.035274547;0.453175898;4.16E-17
1.718;-113.1302483;1990.358371;76.21762646;-65.18950613;-2.70580706;14.31330897;-0.034905369;0.453200456;1.39E-17
1.719;-113.1905444;2000.897838;76.74756763;-65.64869771;-2.720931489;13.89152468;-0.034537478;0.453224633;1.39E-17
1.72;-113.2430539;2011.321383;77.28026104;-66.10802265;-2.736328044;13.46520471;-0.034171071;0.453248417;-1.39E-17
1.721;-113.3788337;2020.067793;77.6985747;-66.42487403;-2.716588945;12.94845681;-0.03380635;0.453271801;0
1.722;-113.5221762;2029.021973;78.11484345;-66.74770873;-2.698037478;12.43183221;-0.033443521;0.453294776;1.39E-17
1.723;-113.6725748;2038.17132;78.52938899;-67.07654134;-2.680747105;11.91544351;-0.033082788;0.453317332;2.78E-17
1.724;-113.8168534;2047.21895;78.94671616;-67.40607195;-2.664064844;11.39722178;-0.032724355;0.453339463;0
1.725;-113.9544239;2056.143036;79.36726451;-67.73589618;-2.648010232;10.87742972;-0.032368429;0.453361162;1.39E-17
1.726;-114.0927879;2065.106139;79.78884664;-68.06907576;-2.633113931;10.35773395;-0.032015223;0.453382421;2.78E-17
1.727;-114.2398976;2074.284235;80.20931751;-68.40952337;-2.620192168;9.839737369;-0.031664951;0.453403235;-1.39E-17
1.728;-114.3948107;2083.65996;80.62923152;-68.75717531;-2.609408656;9.323703176;-0.031317824;0.453423598;0
1.729;-114.5426818;2092.911747;81.05337364;-69.10561634;-2.599829533;8.808262261;-0.030974053;0.453443504;0
1.73;-114.6843248;2102.017241;81.48241051;-69.45447057;-2.591456746;8.293126011;-0.030633854;0.45346295;0
1.731;-114.8785691;2109.962341;81.82659859;-69.6815739;-2.549716674;7.72651216;-0.030297446;0.45348193;0
1.732;-115.0826671;2118.115476;82.1710564;-69.91681954;-2.511154795;7.163943181;-0.029965048;0.453500442;-1.39E-17
1.733;-115.2954748;2126.455722;82.51714664;-70.16063666;-2.475976174;6.60576778;-0.029636876;0.453518482;1.39E-17
1.734;-115.5034161;2134.648171;82.86890157;-70.40515282;-2.442545917;6.050288981;-0.029313143;0.453536048;-1.39E-17
1.735;-115.7060565;2142.667911;83.22658418;-70.6496757;-2.410715137;5.497809887;-0.028994066;0.453553137;1.39E-17
1.736;-115.9112637;2150.695173;83.5882586;-70.89852644;-2.381496994;4.949816884;-0.028679863;0.453569749;1.39E-17
1.737;-116.1268339;2158.914349;83.95272249;-71.1569392;-2.356504191;4.407704415;-0.028370751;0.453585881;0
1.738;-116.3521462;2167.303764;84.32051104;-71.42462891;-2.335810658;3.871653159;-0.028066943;0.453601533;0
1.739;-116.5741477;2175.522853;84.69433565;-71.69231907;-2.316800798;3.340170425;-0.027768649;0.453616706;0
1.74;-116.7926008;2183.548648;85.07416052;-71.95919692;-2.299171062;2.813584072;-0.02747608;0.453631398;0
1.741;-117.030165;2191.69696;85.4432483;-72.18126544;-2.261716593;2.286626967;-0.027189449;0.453645612;1.39E-17
1.742;-117.2794789;2200.022579;85.81613001;-72.41354797;-2.229103011;1.767188075;-0.026908965;0.453659347;-1.39E-17
1.743;-117.5400662;2208.504325;86.19309389;-72.65564537;-2.201269079;1.255472755;-0.026634836;0.453672606;1.39E-17
1.744;-117.7994959;2216.803474;86.57533976;-72.89693487;-2.174582408;0.750265982;-0.026367262;0.453685389;1.39E-17
1.745;-118.0576431;2224.899367;86.9625762;-73.13649448;-2.148612953;0.251934311;-0.026106444;0.4536977;0
1.746;-118.3221299;2232.979746;87.35384091;-73.3800322;-2.125210324;-0.238249379;-0.025852585;0.45370954;0
1.747;-118.6004069;2241.229399;87.74901285;-73.63411111;-2.106829337;-0.719190203;-0.025605883;0.453720911;2.78E-17
1.748;-118.8920928;2249.628646;88.14818273;-73.89820061;-2.093299612;-1.190640335;-0.025366534;0.453731817;-1.39E-17
1.749;-119.1852187;2257.843641;88.55129112;-74.16045254;-2.080139327;-1.653483963;-0.025134723;0.45374226;0
1.75;-119.4796618;2265.855443;88.95798988;-74.41988505;-2.066895506;-2.107315186;-0.02491064;0.453752244;1.39E-17
1.751;-119.683871;2273.641383;89.37708524;-74.66768067;-2.042843805;-2.520565121;-0.024694471;0.453761771;1.39E-17
1.752;-119.9041931;2281.595541;89.79988973;-74.92621941;-2.023890861;-2.922725041;-0.024486399;0.453770846;0
1.753;-120.1402303;2289.699601;90.22643678;-75.19487106;-2.00982456;-3.313484491;-0.024286602;0.453779471;0
1.754;-120.3802575;2297.624103;90.65576044;-75.46070717;-1.995510533;-3.693402992;-0.02409525;0.45378765;0
1.755;-120.6240706;2305.350865;91.08754488;-75.72268499;-1.980502626;-4.062048074;-0.023912513;0.453795386;0
1.756;-120.8793589;2313.067276;91.5220537;-75.98770912;-1.967551668;-4.418662457;-0.023738558;0.453802683;0
1.757;-121.1527461;2320.956786;91.96007062;-76.26328849;-1.959814613;-4.762212135;-0.023573548;0.453809543;-1.39E-17
1.758;-121.4436214;2329.001774;92.40160404;-76.54868735;-1.957040091;-5.092263085;-0.023417641;0.453815971;0
1.759;-121.7404648;2336.874632;92.84493907;-76.83002662;-1.953539198;-5.409168644;-0.023270984;0.453821969;0
1.76;-122.0430311;2344.557183;93.28973283;-77.10619255;-1.948835895;-5.712517856;-0.023133726;0.453827541;1.39E-17
1.761;-122.3763472;2352.412601;93.71996852;-77.36517709;-1.941783165;-6.004469708;-0.023006011;0.453832688;0
1.762;-122.7288473;2360.447931;94.15379305;-77.63442357;-1.940037765;-6.281088378;-0.022887981;0.453837413;1.39E-17
1.763;-123.1000977;2368.646378;94.59111034;-77.91306105;-1.943265108;-6.541997791;-0.02277977;0.453841718;-1.39E-17
1.764;-123.4788654;2376.679056;95.02933844;-78.18642774;-1.945228698;-6.787519118;-0.022681503;0.453845606;1.39E-17
1.765;-123.8649214;2384.527165;95.46800291;-78.45336592;-1.94538933;-7.017305777;-0.022593305;0.453849077;0
1.766;-124.2650247;2392.376378;95.90821896;-78.72171516;-1.947034106;-7.230551351;-0.022515297;0.453852133;1.39E-17
1.767;-124.6857879;2400.414109;96.3514182;-78.99951797;-1.953614606;-7.426420749;-0.022447595;0.453854775;2.78E-17
1.768;-125.1268039;2408.623441;96.79723415;-79.2857368;-1.964635218;-7.604559631;-0.022390309;0.453857003;0
1.769;-125.5771951;2416.671467;97.24229233;-79.565233;-1.973449831;-7.765431196;-0.022343538;0.453858816;0
1.77;-126.0367586;2424.538447;97.68597416;-79.83680495;-1.979455463;-7.908780789;-0.02230738;0.453860215;0
1.771;-126.6143825;2432.014656;98.02026641;-80.03477638;-1.991636043;-8.075650151;-0.022281931;0.453861197;1.39E-17
1.772;-127.2142804;2439.687148;98.35559265;-80.24065248;-2.007642554;-8.223332308;-0.022267281;0.453861762;1.39E-17
1.773;-127.8361559;2447.538574;98.69129243;-80.45323884;-2.026814643;-8.351559718;-0.022263513;0.453861908;0
1.774;-128.4695046;2455.229981;99.02383826;-80.65735581;-2.042506333;-8.461083983;-0.022270699;0.453861631;0
1.775;-129.114176;2462.740453;99.35263053;-80.85184307;-2.05414286;-8.551783692;-0.022288913;0.453860928;-2.78E-17
1.776;-129.7766593;2470.259617;99.67892004;-81.04468597;-2.06504483;-8.622860235;-0.022318223;0.453859795;-1.39E-17
1.777;-130.4634013;2477.98093;100.0032591;-81.24324938;-2.078019671;-8.673417702;-0.022358694;0.453858229;1.39E-17
1.778;-131.1741417;2485.88598;100.3248945;-81.44624035;-2.092350529;-8.703243959;-0.022410381;0.453856223;1.39E-17
1.779;-131.8985133;2493.628234;100.6411834;-81.63911898;-2.102031529;-8.713378706;-0.022473334;0.453853772;0
1.78;-132.6363099;2501.185608;100.9518254;-81.82090171;-2.106672895;-8.703780128;-0.022547599;0.45385087;1.39E-17
1.781;-133.5919075;2508.968806;101.1752438;-81.97744266;-2.125987368;-8.736947849;-0.022633218;0.453847508;0
1.782;-134.5746147;2516.955354;101.3938232;-82.1370442;-2.145458355;-8.748891888;-0.022730232;0.453843681;0
1.783;-135.5842365;2525.125403;101.6069873;-82.29838965;-2.164440368;-8.739476932;-0.02283867;0.453839378;1.39E-17
1.784;-136.6104121;2533.125437;101.8140318;-82.44841645;-2.178231784;-8.710062029;-0.022958556;0.453834591;-2.78E-17
1.785;-137.6529125;2540.932467;102.015165;-82.58644274;-2.186736818;-8.660703375;-0.023089911;0.45382931;-1.39E-17
1.786;-138.7181014;2548.741537;102.2107858;-82.7194829;-2.19255181;-8.59043686;-0.023232753;0.453823525;2.78E-17
1.787;-139.8124288;2556.749035;102.3999475;-82.85314085;-2.197271806;-8.498215856;-0.023387096;0.453817224;0
1.788;-140.9356272;2564.933473;102.5824971;-82.98627782;-2.20048238;-8.38394093;-0.023552947;0.453810396;1.39E-17
1.789;-142.0771418;2572.937203;102.7600637;-83.10798812;-2.19912967;-8.249264147;-0.023730304;0.453803027;1.39E-17
1.79;-143.2366362;2580.737032;102.9332499;-83.21794469;-2.193376734;-8.094307167;-0.023919165;0.453795106;-1.39E-17
1.791;-144.3683186;2593.706137;102.889255;-83.25874497;-2.210231907;-7.757506169;-0.024119525;0.453786617;1.39E-17
1.792;-145.5335102;2606.863574;102.8394395;-83.29862144;-2.225546253;-7.39724095;-0.024331375;0.453777546;-1.39E-17
1.793;-146.7320385;2620.187083;102.7841391;-83.33678972;-2.239181908;-7.013343131;-0.024554701;0.453767878;-1.39E-17
1.794;-147.9533518;2633.31954;102.7267711;-83.3647948;-2.249546239;-6.60769316;-0.024789479;0.453757597;-1.39E-17
1.795;-149.1972142;2646.238664;102.6680942;-83.3826624;-2.256932099;-6.180384288;-0.025035687;0.453746686;1.39E-17
1.796;-150.4701548;2659.141558;102.6070219;-83.39563525;-2.262704147;-5.730098072;-0.0252933;0.453735129;2.78E-17
1.797;-151.7787195;2672.221382;102.5419809;-83.40755457;-2.267594606;-5.255418867;-0.025562289;0.453722907;1.39E-17
1.798;-153.1227164;2685.456152;102.4735398;-83.4180353;-2.271673232;-4.756226552;-0.025842621;0.453710002;0
1.799;-154.4915512;2698.493935;102.4056954;-83.42073601;-2.274229481;-4.234790914;-0.026134254;0.453696394;2.78E-17
1.8;-155.8852334;2711.314665;102.3386599;-83.41558835;-2.275533786;-3.691396347;-0.026437147;0.453682066;1.39E-17
1.801;-157.5347505;2724.614943;102.3164714;-83.46377106;-2.300221114;-3.200434904;-0.026751259;0.453666995;-1.39E-17
1.802;-159.2234604;2738.084539;102.2921321;-83.51188191;-2.324998751;-2.684717816;-0.027076544;0.453651162;0
1.803;-160.9512659;2751.70289;102.2660935;-83.55982081;-2.349971185;-2.144188235;-0.027412951;0.453634544;-1.39E-17
1.804;-162.7076107;2765.125881;102.2419928;-83.60262604;-2.374710465;-1.581547762;-0.027760426;0.453617121;-1.39E-17
1.805;-164.4923072;2778.334926;102.2200733;-83.64053346;-2.399347361;-0.997058362;-0.028118913;0.45359887;4.16E-17
1.806;-166.312042;2791.52373;102.1984454;-83.67706627;-2.424368972;-0.389087965;-0.028488355;0.453579768;0
1.807;-168.1736165;2804.881298;102.175503;-83.71539631;-2.450257175;0.244102881;-0.028868696;0.453559791;0
1.808;-170.0769953;2818.388809;102.1514512;-83.75557401;-2.477059291;0.902526426;-0.029259874;0.453538917;-1.39E-17
1.809;-172.011459;2831.709255;102.1291452;-83.79301202;-2.504162527;1.583055835;-0.029661821;0.453517119;1.39E-17
1.81;-173.9767737;2844.824819;102.1085538;-83.82775425;-2.531528211;2.285367611;-0.030074474;0.453494375;2.78E-17
1.811;-176.1769542;2855.645854;102.0487564;-83.79739334;-2.550020912;2.864161362;-0.030497767;0.453470658;-1.39E-17
1.812;-178.4219402;2866.642721;101.9866439;-83.7703972;-2.569460778;3.466519918;-0.030931637;0.453445942;0
1.813;-180.7117138;2877.797798;101.922142;-83.74674251;-2.589767398;4.092367262;-0.031376013;0.453420202;0
1.814;-183.0350428;2888.776966;101.8576808;-83.721462;-2.610070841;4.738083967;-0.031830826;0.453393412;1.39E-17
1.815;-185.391572;2899.562251;101.7931601;-83.69431889;-2.630227023;5.403241101;-0.032296004;0.453365543;0
1.816;-187.7883169;2910.342991;101.7267743;-83.66826073;-2.650566503;6.089851227;-0.03277148;0.45333657;1.39E-17
1.817;-190.2328075;2921.308594;101.6564665;-83.64659271;-2.671412556;6.800049038;-0.033257187;0.453306463;0
1.818;-192.7250038;2932.441642;101.5820443;-83.62910548;-2.692585928;7.533754903;-0.033753055;0.453275194;1.39E-17
1.819;-195.2528139;2943.406329;101.5062901;-83.61008419;-2.713153143;8.286900377;-0.034259011;0.453242736;-1.39E-17
1.82;-197.8157219;2954.183348;101.4292641;-83.58907816;-2.732980072;9.05901693;-0.034774987;0.453209058;0
1.821;-200.4580709;2960.479581;100.9938134;-83.27798426;-2.721717841;9.688584273;-0.035300915;0.453174133;1.39E-17
1.822;-203.1487952;2966.969024;100.5522877;-82.97132884;-2.709799813;10.33802838;-0.035836731;0.453137928;1.39E-17
1.823;-205.8877161;2973.633468;100.1044329;-82.66860387;-2.696975444;11.00716793;-0.036382368;0.453100415;-2.78E-17
1.824;-208.6615131;2980.132617;99.65381605;-82.3633192;-2.682556199;11.69135116;-0.036937759;0.453061563;1.39E-17
1.825;-211.469623;2986.445739;99.20142165;-82.05550471;-2.666478001;12.38988282;-0.037502839;0.45302134;-1.39E-17
1.826;-214.3200019;2992.762655;98.7452458;-81.74858491;-2.648949608;13.10519601;-0.038077549;0.452979715;2.78E-17
1.827;-217.2205928;2999.276351;98.27833619;-81.44271034;-2.629597821;13.84028341;-0.03866183;0.452936655;2.78E-17
1.828;-220.1719955;3005.966976;97.80438392;-81.14037155;-2.608335895;14.59454626;-0.039255625;0.452892129;4.16E-17
1.829;-223.1629783;3012.486518;97.34422601;-80.84807946;-2.58579275;15.36113356;-0.039858874;0.452846103;0
1.83;-226.1905063;3018.81695;96.88808648;-80.55677743;-2.561506287;16.14052586;-0.040471524;0.452798543;-1.39E-17
1.831;-229.4013296;3020.905411;96.06110578;-79.96932321;-2.523321687;16.71595519;-0.04109353;0.452749416;0
1.832;-232.663432;3023.193456;95.22024726;-79.38005114;-2.481635805;17.30614756;-0.041724847;0.452698686;0
1.833;-235.978613;3025.659395;94.37423773;-78.79542253;-2.436620859;17.90976431;-0.042365429;0.452646319;-1.39E-17
1.834;-239.3303553;3027.955232;93.5264461;-78.20657005;-2.38878692;18.52123527;-0.043015231;0.452592278;-1.39E-17
1.835;-242.7176552;3030.060256;92.67661402;-77.61231246;-2.338181864;19.13983014;-0.043674214;0.452536527;1.39E-17
1.836;-246.1502868;3032.168497;91.82215445;-77.01654479;-2.284365737;19.76840846;-0.044342347;0.452479029;1.39E-17
1.837;-249.6390317;3034.476351;90.95854441;-76.42184584;-2.226101609;20.40999464;-0.045019599;0.452419745;0
1.838;-253.1838748;3036.964322;90.08585135;-75.82732893;-2.163172843;21.06419064;-0.045705943;0.452358638;-1.39E-17
1.839;-256.7674147;3039.281198;89.21206359;-75.22757458;-2.097313055;21.72458511;-0.046401351;0.452295669;0
1.84;-260.3888202;3041.406261;88.33798372;-74.62231834;-2.028748733;22.39032535;-0.047105803;0.452230796;-2.78E-17
1.841;-264.0969714;3038.217281;87.23184552;-73.85349797;-1.979309764;22.80820737;-0.047819284;0.452163979;-2.78E-17
1.842;-267.8624672;3035.231023;86.11549121;-73.08310412;-1.923800129;23.23168763;-0.048541786;0.452095176;-1.39E-17
1.843;-271.6854069;3032.427833;84.98938739;-72.31040374;-1.862111594;23.66018649;-0.0492733;0.452024344;0
1.844;-275.5460816;3029.453145;83.86291329;-71.53135868;-1.797265344;24.08686116;-0.050013818;0.45195144;0
1.845;-279.4434285;3026.285923;82.73706853;-70.74596163;-1.729670879;24.51076624;-0.05076334;0.45187642;0
1.846;-283.3894434;3023.123498;81.6071372;-69.95634237;-1.65774661;24.93522791;-0.051521873;0.451799237;0
1.847;-287.3981502;3020.164417;80.46786754;-69.16349413;-1.57906971;25.36331591;-0.052289431;0.451719843;1.39E-17
1.848;-291.4696248;3017.38749;79.32010866;-68.3668807;-1.493752588;25.79441009;-0.053066027;0.451638192;-1.39E-17
1.849;-295.5810768;3014.434341;78.17445853;-67.56443693;-1.406198607;26.22160955;-0.053851675;0.451554235;-1.39E-17
1.85;-299.7315883;3011.283706;77.03144327;-66.75593186;-1.316947361;26.64384335;-0.0546464;0.45146792;-2.78E-17
1.851;-303.6757225;3002.485203;75.9582506;-66.05582107;-1.274697292;26.8736749;-0.055450232;0.451379197;0
1.852;-307.6791201;2993.880053;74.87745278;-65.35063288;-1.225826576;27.09978653;-0.056263209;0.45128801;2.78E-17
1.853;-311.7414433;2985.444202;73.79030832;-64.64015407;-1.170725973;27.32143094;-0.05708537;0.451194307;0
1.854;-315.8361669;2976.818548;72.70756767;-63.92429596;-1.114904993;27.53181328;-0.057916754;0.45109803;-1.39E-17
1.855;-319.9613658;2967.980544;71.63033366;-63.20363105;-1.059045707;27.73002172;-0.058757409;0.450999123;0
1.856;-324.1321898;2959.12477;70.553611;-62.47871218;-1.00057573;27.91928243;-0.059607393;0.450897526;1.39E-17
1.857;-328.3660175;2950.439381;69.47336851;-61.74910428;-0.936642256;28.10211514;-0.060466771;0.450793177;-1.39E-17
1.858;-332.6620882;2941.897407;68.39107412;-61.01494664;-0.867840927;28.27772987;-0.061335604;0.450686014;-1.39E-17
1.859;-336.9902818;2933.147538;67.31624376;-60.27791375;-0.800174331;28.43988793;-0.062213959;0.450575972;2.78E-17
1.86;-341.3483903;2924.168722;66.24963784;-59.53872351;-0.734264277;28.58778206;-0.063101908;0.450462985;2.78E-17
1.861;-344.9080824;2903.982085;65.05502705;-58.72470409;-0.717508041;28.37669382;-0.063999535;0.450346984;0
1.862;-348.5109;2883.931926;63.85997602;-57.90607777;-0.696521759;28.14634735;-0.06490693;0.450227898;1.39E-17
1.863;-352.1553313;2863.990829;62.66583601;-57.08329725;-0.671969279;27.89580226;-0.065824183;0.450105654;0
1.864;-355.8080899;2843.828097;61.47940877;-56.2589719;-0.649538417;27.61958403;-0.066751383;0.449980178;-1.39E-17
1.865;-359.4665902;2823.427023;60.30084326;-55.4337254;-0.629615216;27.31687624;-0.06768863;0.449851394;-1.39E-17
1.866;-363.1490272;2802.968694;59.12662513;-54.60684058;-0.609321056;26.99005041;-0.068636034;0.44971922;0
1.867;-366.8747067;2782.614882;57.95541258;-53.77753183;-0.586251707;26.64039769;-0.069593712;0.449583574;1.39E-17
1.868;-370.6419767;2762.34103;56.7880804;-52.9463377;-0.560940026;26.267053;-0.070561779;0.449444372;0
1.869;-374.4160042;2741.848649;55.62780258;-52.11579845;-0.538099776;25.86576437;-0.071540352;0.449301527;1.39E-17
