time;knee_l_on_femur_l_in_tibia_l_fx;knee_l_on_femur_l_in_tibia_l_fy;knee_l_on_femur_l_in_tibia_l_fz;knee_l_on_femur_l_in_tibia_l_mx;knee_l_on_femur_l_in_tibia_l_my;knee_l_on_femur_l_in_tibia_l_mz;knee_l_on_femur_l_in_tibia_l_px;knee_l_on_femur_l_in_tibia_l_py;knee_l_on_femur_l_in_tibia_l_pz
1.421;-568.2843829;1972.801058;-121.6219694;35.67319039;41.0712838;35.33858796;-0.142943318;0.432956443;6.94E-18
1.422;-567.2380929;1970.389464;-120.7083681;35.28056583;40.83952502;35.38460719;-0.142918533;0.432964203;-6.94E-18
1.423;-566.1806373;1968.017344;-119.7955874;34.8898945;40.60691633;35.42498886;-0.142886016;0.43297438;0
1.424;-565.0635229;1965.447176;-118.8793378;34.50287807;40.37421001;35.44835346;-0.142845837;0.432986952;6.94E-18
1.425;-563.8857678;1962.674652;-117.9597829;34.11976498;40.14180407;35.45477432;-0.142798062;0.433001896;2.08E-17
1.426;-562.6766486;1959.841926;-117.0399832;33.74012314;39.90998535;35.45130377;-0.142742763;0.433019187;6.94E-18
1.427;-561.4631926;1957.068816;-116.1227941;33.36431865;39.67941753;35.44284259;-0.142680008;0.4330388;6.94E-18
1.428;-560.242581;1954.342699;-115.2084017;32.99292383;39.4506501;35.42908127;-0.142609861;0.433060711;-6.94E-18
1.429;-558.9676175;1951.457072;-114.2931446;32.62658303;39.22390219;35.40246079;-0.14253238;0.4330849;0
1.43;-557.6393448;1948.405732;-113.3765325;32.26480263;38.99923732;35.36188734;-0.142447626;0.433111342;-6.94E-18
1.431;-555.3658488;1943.340823;-111.9300614;31.59252159;38.6427171;35.4288905;-0.142355661;0.433140014;0
1.432;-553.0940358;1938.338849;-110.4880748;30.92595063;38.28994647;35.49014533;-0.142256548;0.433170892;-6.94E-18
1.433;-550.8197894;1933.38831;-109.0512207;30.26571915;37.94139936;35.54611726;-0.142150342;0.433203953;0
1.434;-548.5016182;1928.300463;-107.6142659;29.60990387;37.59563402;35.58930822;-0.142037098;0.433239174;6.94E-18
1.435;-546.1384456;1923.069309;-106.1767747;28.95790407;37.25238436;35.61965383;-0.141916871;0.433276533;-1.39E-17
1.436;-543.7547634;1917.80374;-104.7416654;28.31026876;36.91241902;35.64162677;-0.141789716;0.433316007;6.94E-18
1.437;-541.3733541;1912.597088;-103.3123297;27.66843807;36.57748331;35.65824149;-0.14165569;0.433357571;-6.94E-18
1.438;-538.9917535;1907.435615;-101.8884353;27.03205945;36.24752236;35.6688995;-0.141514842;0.433401203;-6.94E-18
1.439;-536.5698473;1902.148498;-100.4637128;26.39764145;35.91928154;35.6680884;-0.141367218;0.433446883;-6.94E-18
1.44;-534.1060966;1896.728881;-99.03745363;25.76440212;35.59212649;35.65583171;-0.141212866;0.433494588;6.94E-18
1.441;-531.6080018;1891.630141;-97.52545151;25.07826152;35.22945378;35.68647224;-0.141051837;0.433544294;1.39E-17
1.442;-529.1113568;1886.572884;-96.01803193;24.3957119;34.87105842;35.7107374;-0.140884179;0.43359598;0
1.443;-526.6133444;1881.542237;-94.51443878;23.71605081;34.51641722;35.72802397;-0.140709937;0.433649624;0
1.444;-524.0766672;1876.388192;-93.0075876;23.03512784;34.16099814;35.73456583;-0.14052915;0.433705204;0
1.445;-521.4998891;1871.104829;-91.4966282;22.35228126;33.80404588;35.73046917;-0.14034186;0.4337627;-6.94E-18
1.446;-518.903965;1865.77431;-89.98468555;21.66898587;33.44724833;35.71791571;-0.140148112;0.433822088;0
1.447;-516.3068316;1860.458216;-88.47451196;20.98634179;33.09225213;35.69754764;-0.13994795;0.433883347;-2.08E-17
1.448;-513.7056948;1855.141988;-86.96505105;20.30358831;32.73824931;35.66881202;-0.139741413;0.433946455;-6.94E-18
1.449;-511.0674801;1849.703633;-85.44959894;19.61732212;32.38071229;35.63005057;-0.139528535;0.434011392;0
1.45;-508.3912666;1844.140304;-83.92749546;18.92724504;32.01908424;35.5815686;-0.139309354;0.434078137;-6.94E-18
1.451;-505.2261458;1837.377941;-82.36109606;18.25402395;31.64257589;35.5626801;-0.13908391;0.434146667;6.94E-18
1.452;-502.0584084;1830.602641;-80.79282896;17.57896564;31.26486438;35.53455982;-0.138852243;0.434216961;2.08E-17
1.453;-498.8857304;1823.802412;-79.22164529;16.90158296;30.88517393;35.49684488;-0.138614388;0.434288997;0
1.454;-495.6805268;1816.890148;-77.6426486;16.22013083;30.50033877;35.45033515;-0.138370376;0.434362755;6.94E-18
1.455;-492.4426403;1809.867316;-76.05565226;15.53477348;30.11026033;35.39560222;-0.13812024;0.434438215;0
1.456;-489.18861;1802.785933;-74.46306193;14.84662366;29.71647091;35.33255328;-0.137864017;0.434515354;6.94E-18
1.457;-485.9313535;1795.674139;-72.86561635;14.15586255;29.31925887;35.25944176;-0.137601745;0.43459415;0
1.458;-482.6693828;1788.524866;-71.26263939;13.46243554;28.91820573;35.17621893;-0.137333454;0.434674582;0
1.459;-479.380815;1781.287595;-69.65203159;12.76630822;28.51235154;35.08617458;-0.137059175;0.434756629;-6.94E-18
1.46;-476.0661315;1773.967879;-68.03417286;12.06793537;28.10208946;34.99012547;-0.136778938;0.434840271;1.39E-17
1.461;-472.0072655;1764.760418;-66.36022161;11.35010844;27.65999589;34.94844395;-0.136492778;0.434925485;0
1.462;-467.9497596;1755.521315;-64.68042782;10.63055899;27.21412108;34.89689498;-0.13620073;0.435012248;6.94E-18
1.463;-463.8930914;1746.248967;-62.99469005;9.909589366;26.7645538;34.83576869;-0.135902827;0.435100539;6.94E-18
1.464;-459.8201768;1736.924484;-61.30377489;9.188268336;26.31251004;34.77051487;-0.135599094;0.435190337;6.94E-18
1.465;-455.7318644;1727.555743;-59.60846551;8.467057793;25.8586869;34.70208873;-0.135289562;0.43528162;0
1.466;-451.6400972;1718.163876;-57.90920583;7.746034324;25.40323867;34.62819472;-0.134974268;0.435374366;1.39E-17
1.467;-447.554997;1708.756471;-56.20523218;7.025146149;24.94552951;34.54553747;-0.134653245;0.435468551;1.39E-17
1.468;-443.4767078;1699.336487;-54.4969705;6.30484771;24.48605856;34.45469177;-0.134326526;0.435564153;6.94E-18
1.469;-439.3907917;1689.90507;-52.78715649;5.586305281;24.02733142;34.36256414;-0.133994137;0.43566115;0
1.47;-435.2978912;1680.469699;-51.0766559;4.869757911;23.57004146;34.27009387;-0.133656112;0.43575952;-6.94E-18
1.471;-430.845439;1669.943293;-49.47398353;4.190277631;23.11476756;34.18805919;-0.133312485;0.435859238;0
1.472;-426.4075642;1659.427752;-47.86926354;3.512917642;22.6598729;34.09918671;-0.132963294;0.43596028;-6.94E-18
1.473;-421.9846639;1648.928365;-46.26321888;2.838138928;22.20605387;34.00422074;-0.132608573;0.436062623;0
1.474;-417.5626021;1638.452085;-44.65909182;2.16630808;21.75581557;33.91067212;-0.132248351;0.436166244;1.39E-17
1.475;-413.1415001;1628.003851;-43.05748564;1.497399953;21.3095722;33.8193488;-0.131882662;0.43627112;-1.39E-17
1.476;-408.7309606;1617.587913;-41.45743458;0.831524223;20.86663243;33.72668201;-0.131511547;0.436377224;0
1.477;-404.3413404;1607.211582;-39.85834066;0.169516624;20.42684134;33.62914413;-0.131135046;0.43648453;0
1.478;-399.9728315;1596.880057;-38.26087924;-0.488254397;19.99080716;33.52750891;-0.130753196;0.436593015;6.94E-18
1.479;-395.6097349;1586.593748;-36.66740325;-1.142688328;19.55991057;33.4291089;-0.130366031;0.436702654;2.08E-17
1.48;-391.251488;1576.353873;-35.07808361;-1.794007454;19.13418408;33.33454298;-0.129973589;0.436813421;6.94E-18
1.481;-387.0208511;1565.921689;-33.86609865;-2.279127004;18.77401169;33.1668152;-0.129575916;0.436925289;0
1.482;-382.8155949;1555.552886;-32.65712213;-2.758750892;18.41870584;32.99634351;-0.129173058;0.437038231;2.08E-17
1.483;-378.6354718;1545.251026;-31.45154432;-3.232584115;18.06860351;32.823848;-0.128765057;0.43715222;0
1.484;-374.4623004;1535.001787;-30.25012722;-3.703085323;17.72342205;32.65590567;-0.128351953;0.437267231;-1.39E-17
1.485;-370.2949513;1524.802792;-29.05264727;-4.170640062;17.38285218;32.49290389;-0.127933792;0.437383235;-6.94E-18
1.486;-366.1438514;1514.662682;-27.85854491;-4.633779483;17.04693085;32.33138017;-0.127510625;0.437500203;6.94E-18
1.487;-362.0211082;1504.602615;-26.66823314;-5.089619775;16.71675143;32.16864893;-0.127082505;0.437618107;-1.39E-17
1.488;-357.9260851;1494.624313;-25.48178832;-5.537923021;16.39238049;32.00533742;-0.126649482;0.437736918;0
1.489;-353.8380589;1484.694794;-24.29835119;-5.983147222;16.0718469;31.84687621;-0.126211604;0.437856607;-1.39E-17
1.49;-349.7556152;1474.809168;-23.11749736;-6.425839257;15.75466933;31.69347366;-0.125768925;0.437977146;-1.39E-17
1.491;-345.8724018;1465.251849;-22.16295357;-6.798594085;15.4596741;31.50287659;-0.125321503;0.438098504;-6.94E-18
1.492;-342.018133;1455.78563;-21.21194358;-7.162232579;15.17033535;31.31260358;-0.1248694;0.438220648;-1.39E-17
1.493;-338.1918215;1446.410196;-20.264348;-7.516722214;14.88651607;31.12315878;-0.124412675;0.438343549;-6.94E-18
1.494;-334.3706576;1437.073467;-19.31817135;-7.868870189;14.60492501;30.93866133;-0.123951385;0.438467177;-6.94E-18
1.495;-330.5531046;1427.768748;-18.37299644;-8.21951577;14.32504295;30.7591713;-0.123485591;0.438591501;0
1.496;-326.7517429;1418.522257;-17.42957256;-8.565159133;14.04833855;30.58231944;-0.123015362;0.438716488;1.39E-17
1.497;-322.9804158;1409.37401;-16.48924207;-8.900676074;13.77699706;30.40676154;-0.12254077;0.438842104;0
1.498;-319.2379445;1400.32207;-15.55182582;-9.226427134;13.51075267;30.23287478;-0.122061882;0.438968318;6.94E-18
1.499;-315.4999262;1391.295545;-14.61466191;-9.551747988;13.24539528;30.06338114;-0.121578766;0.439095097;-1.39E-17
1.5;-311.764789;1382.286222;-13.67740858;-9.877823245;12.98042069;29.89820596;-0.121091492;0.439222409;6.94E-18
1.501;-308.248119;1373.824929;-12.8286367;-10.18929342;12.71265857;29.71109536;-0.120600142;0.43935022;6.94E-18
1.502;-304.7605344;1365.464867;-11.98266101;-10.49129681;12.44970953;29.526116;-0.120104796;0.439478494;6.94E-18
1.503;-301.3006438;1357.202207;-11.13929948;-10.78468548;12.19121143;29.34350532;-0.119605533;0.439607197;0
1.504;-297.8428372;1348.947994;-10.29543783;-11.08089522;11.93235057;29.16460474;-0.11910243;0.439736297;6.94E-18
1.505;-294.3855188;1340.692745;-9.450769293;-11.38130191;11.67263781;28.98923984;-0.118595572;0.439865758;-6.94E-18
1.506;-290.9427278;1332.481221;-8.606849298;-11.68061212;11.41440476;28.81640646;-0.118085048;0.439995546;2.08E-17
1.507;-287.5290407;1324.36924;-7.765548317;-11.97299192;11.16019478;28.6460262;-0.117570949;0.440125623;6.94E-18
1.508;-284.1428514;1316.350782;-6.926619944;-12.25972339;10.90952673;28.47818603;-0.117053367;0.440255955;1.39E-17
1.509;-280.7578969;1308.321377;-6.086516893;-12.55310004;10.65729788;28.31299918;-0.116532389;0.440386508;1.39E-17
1.51;-277.3726135;1300.270687;-5.244893968;-12.85436291;10.4030487;28.15023052;-0.11600811;0.440517246;-1.39E-17
1.511;-274.2431806;1292.899135;-4.437989463;-13.10795785;10.17673766;27.95915881;-0.115480631;0.440648132;0
1.512;-271.1407214;1285.61968;-3.633189561;-13.35826433;9.953145893;27.77049949;-0.114950052;0.44077913;0
1.513;-268.0634767;1278.424483;-2.83009773;-13.60668606;9.731673533;27.5842191;-0.114416475;0.440910204;6.94E-18
1.514;-264.9853163;1271.19861;-2.024936667;-13.86469637;9.507445427;27.3995029;-0.113879999;0.44104132;6.94E-18
1.515;-261.9048221;1263.931814;-1.217336911;-14.13309938;9.280098051;27.21611045;-0.113340729;0.44117244;-1.39E-17
1.516;-258.8364061;1256.683135;-0.409072159;-14.40609675;9.052017366;27.03423318;-0.112798776;0.44130353;6.94E-18
1.517;-255.7941019;1249.516569;0.398205469;-14.67895274;8.825112791;26.85464059;-0.11225425;0.441434551;0
1.518;-252.7762349;1242.423975;1.204954478;-14.95274759;8.598821348;26.67725736;-0.111707263;0.441565469;0
1.519;-249.7576067;1235.285424;2.014741314;-15.23691989;8.369083498;26.50064139;-0.111157924;0.441696249;6.94E-18
1.52;-246.7371211;1228.092076;2.82783755;-15.53169431;8.135743339;26.32460705;-0.110606349;0.441826854;0
1.521;-243.9604462;1221.436264;3.632826113;-15.78575319;7.936910357;26.10468724;-0.110052656;0.441957248;0
1.522;-241.2087471;1214.857294;4.437902789;-16.04091837;7.738036658;25.88700599;-0.109496967;0.442087396;-2.08E-17
1.523;-238.4806595;1208.348373;5.243420193;-16.29773878;7.538758997;25.67150923;-0.108939402;0.442217263;0
1.524;-235.7523791;1201.788608;6.052254025;-16.56333979;7.336246815;25.45636289;-0.108380079;0.442346813;-1.39E-17
1.525;-233.0231212;1195.170852;6.864461665;-16.8375259;7.130603539;25.24144065;-0.107819122;0.442476013;0
1.526;-230.3068604;1188.563317;7.678366128;-17.11560486;6.923645576;25.02775712;-0.107256658;0.442604828;6.94E-18
1.527;-227.6171617;1182.037771;8.49262996;-17.39384355;6.716552311;24.81671946;-0.106692816;0.442733223;6.94E-18
1.528;-224.9530509;1175.589544;9.307330723;-17.67235306;6.509261218;24.60831483;-0.106127723;0.442861164;0
1.529;-222.2917612;1169.095566;10.12450199;-17.95665977;6.300152646;24.40034459;-0.105561505;0.442988618;-6.94E-18
1.53;-219.6326239;1162.549319;10.9439948;-18.24653622;6.089503126;24.19269589;-0.104994293;0.443115553;6.94E-18
1.531;-217.2965326;1157.009487;11.71377029;-18.53366364;5.892659423;23.95624113;-0.10442622;0.443241936;-1.39E-17
1.532;-214.9879256;1151.567908;12.48280051;-18.81878739;5.696726807;23.7229917;-0.10385742;0.443367733;1.39E-17
1.533;-212.7060302;1146.221105;13.25086952;-19.10184778;5.501909997;23.49293396;-0.103288027;0.443492914;1.39E-17
1.534;-210.4280634;1140.837561;14.01972898;-19.38812368;5.307128761;23.26335732;-0.102718173;0.443617447;-6.94E-18
1.535;-208.1531424;1135.409318;14.78922522;-19.67766292;5.11262557;23.03409512;-0.102147992;0.443741303;0
1.536;-205.8947036;1130.012005;15.55784538;-19.96703817;4.919540316;22.80668593;-0.101577623;0.44386445;-1.39E-17
1.537;-203.6668496;1124.731064;16.3236475;-20.25267714;4.729158966;22.58314161;-0.101007204;0.443986859;-6.94E-18
1.538;-201.4686219;1119.561581;17.08635228;-20.5347395;4.541712278;22.3633598;-0.100436873;0.444108501;6.94E-18
1.539;-199.2760696;1114.356218;17.84839195;-20.81916018;4.355771502;22.14398255;-0.099866764;0.444229348;-1.39E-17
1.54;-197.0878446;1109.103687;18.6098889;-21.10638302;4.171314427;21.92474507;-0.099297015;0.444349373;1.39E-17
1.541;-195.3161795;1106.060298;19.1821198;-21.31991578;4.015596385;21.75163589;-0.098727765;0.444468547;-6.94E-18
1.542;-193.5729496;1103.142031;19.74980201;-21.52947769;3.863623704;21.58186652;-0.098159155;0.444586846;6.94E-18
1.543;-191.856693;1100.340055;20.31293444;-21.73562096;3.715376239;21.4151882;-0.097591323;0.444704242;6.94E-18
1.544;-190.1418897;1097.488469;20.87544426;-21.94498295;3.568438009;21.24764286;-0.097024402;0.444820713;1.39E-17
1.545;-188.4267539;1094.572468;21.43788476;-22.15825083;3.422437034;21.07888975;-0.096458531;0.444936233;-1.39E-17
1.546;-186.7248941;1091.677986;21.99838838;-22.37220465;3.278462255;20.91091038;-0.095893847;0.445050781;-6.94E-18
1.547;-185.0502819;1088.897558;22.55443023;-22.58377379;3.137938415;20.7459237;-0.095330489;0.445164332;6.94E-18
1.548;-183.4008657;1086.217591;23.10649637;-22.79375752;3.000473871;20.58355206;-0.094768591;0.445276865;-6.94E-18
1.549;-181.7503183;1083.459346;23.65995489;-23.00880236;2.862767783;20.41954443;-0.094208286;0.445388361;-1.39E-17
1.55;-180.0967379;1080.606751;24.21564115;-23.22952194;2.724257395;20.25357884;-0.093649706;0.4454988;-1.39E-17
1.551;-179.0384311;1082.901836;24.30738385;-23.22168206;2.678141984;20.30814789;-0.093092986;0.445608163;1.39E-17
1.552;-177.9981307;1085.284367;24.39674589;-23.21361205;2.632971196;20.36202833;-0.092538258;0.44571643;6.94E-18
1.553;-176.9735295;1087.737877;24.48461689;-23.20613788;2.588078258;20.41481584;-0.091985651;0.445823585;-6.94E-18
1.554;-175.9392037;1090.083587;24.57675615;-23.20489033;2.540151337;20.46243561;-0.091435291;0.445929613;1.39E-17
1.555;-174.8936697;1092.307877;24.67390556;-23.21014933;2.488745799;20.5047088;-0.090887304;0.446034498;1.39E-17
1.556;-173.8504146;1094.50269;24.77371692;-23.21901676;2.435089194;20.54380721;-0.090341816;0.446138225;0
1.557;-172.8215087;1096.752356;24.87446768;-23.22964039;2.379751428;20.58168339;-0.089798952;0.446240781;-1.39E-17
1.558;-171.8048682;1099.041543;24.97707231;-23.24261794;2.32208939;20.61802833;-0.089258832;0.446342153;-6.94E-18
1.559;-170.7777169;1101.20594;25.08614316;-23.26177911;2.259949326;20.64934236;-0.088721573;0.44644233;1.39E-17
1.56;-169.7392603;1103.237132;25.20193793;-23.28702015;2.193281568;20.67562725;-0.088187291;0.446541301;-6.94E-18
1.561;-168.9850728;1112.933167;25.78482761;-23.70352594;2.120513872;21.24226896;-0.087656101;0.446639057;0
1.562;-168.2384318;1122.665938;26.37100225;-24.1227124;2.044654237;21.80183546;-0.087128118;0.446735587;2.08E-17
1.563;-167.4979619;1132.424982;26.96097014;-24.54484353;1.965396348;22.35424104;-0.086603451;0.446830884;6.94E-18
1.564;-166.744389;1142.067715;27.55709358;-24.9718365;1.88252045;22.89671975;-0.086082204;0.446924942;6.94E-18
1.565;-165.9776313;1151.591065;28.15904294;-25.40334386;1.796419164;23.42946092;-0.08556448;0.447017753;-1.39E-17
1.566;-165.2094852;1161.080479;28.765033;-25.83777357;1.707627019;23.95442938;-0.085050384;0.447109314;-1.39E-17
1.567;-164.4502752;1170.613244;29.37428956;-26.27439011;1.615787062;24.4734207;-0.084540014;0.447199618;6.94E-18
1.568;-163.6993881;1180.185172;29.9866547;-26.71311682;1.521104171;24.98652619;-0.084033466;0.447288663;6.94E-18
1.569;-162.9403542;1189.670857;30.60242503;-27.15448013;1.425064342;25.49142602;-0.083530829;0.447376446;0
1.57;-162.1733665;1199.069836;31.22088331;-27.59800098;1.328344662;25.98834454;-0.083032194;0.447462965;0
1.571;-161.4678063;1208.398631;31.85526747;-28.04883169;1.233177254;26.44685175;-0.082537646;0.447548219;1.39E-17
1.572;-160.7750847;1217.801872;32.49016254;-28.50041537;1.136990573;26.90115132;-0.08204727;0.447632208;1.39E-17
1.573;-160.0950878;1227.279849;33.1248724;-28.95244516;1.040389066;27.35141692;-0.081561144;0.447714933;6.94E-18
1.574;-159.4123378;1236.709529;33.75896795;-29.40474771;0.945542083;27.79531882;-0.081079341;0.447796395;-1.39E-17
1.575;-158.7267734;1246.088549;34.3918278;-29.85693899;0.853041185;28.23298434;-0.080601933;0.447876597;-6.94E-18
1.576;-158.0484186;1255.496095;35.02255931;-30.30850224;0.762527337;28.66615193;-0.080128989;0.447955542;1.39E-17
1.577;-157.3879247;1265.021009;35.64961017;-30.75882974;0.674027746;29.09684931;-0.079660574;0.448033233;-6.94E-18
1.578;-156.7451868;1274.663919;36.27220677;-31.20752458;0.58820836;29.5252053;-0.079196749;0.448109675;6.94E-18
1.579;-156.1035968;1284.285738;36.89107029;-31.65456118;0.506524981;29.9484355;-0.078737566;0.448184874;0
1.58;-155.462441;1293.878486;37.50611595;-32.09975187;0.429175333;30.36650134;-0.078283078;0.448258836;6.94E-18
1.581;-154.9756823;1300.596022;37.94290523;-32.42314846;0.368909502;30.50296112;-0.077833333;0.448331568;0
1.582;-154.5109196;1307.466518;38.37239738;-32.7430572;0.313125086;30.64086591;-0.077388378;0.448403077;1.39E-17
1.583;-154.0676041;1314.486791;38.79420221;-33.05914127;0.262218023;30.78017116;-0.076948249;0.448473371;-1.39E-17
1.584;-153.6265786;1321.488775;39.21154912;-33.3722849;0.215904016;30.91738023;-0.07651298;0.44854246;1.39E-17
1.585;-153.1864236;1328.458079;39.62501611;-33.68256853;0.173894013;31.05226764;-0.0760826;0.448610354;0
1.586;-152.7575917;1335.486042;40.03300731;-33.98929319;0.136221451;31.18677982;-0.075657136;0.448677063;-6.94E-18
1.587;-152.3520316;1342.682756;40.43236915;-34.29087471;0.104036806;31.32334862;-0.07523661;0.448742597;-6.94E-18
1.588;-151.9686534;1350.039207;40.82330103;-34.58715506;0.07732197;31.46172979;-0.074821038;0.448806969;1.39E-17
1.589;-151.5856613;1357.356272;41.21175688;-34.88046309;0.053828394;31.59778681;-0.074410429;0.448870191;6.94E-18
1.59;-151.2011634;1364.615052;41.59875704;-35.17117575;0.03293214;31.73123006;-0.074004787;0.448932275;0
1.591;-150.8509361;1369.403569;41.84808648;-35.39184679;0.009526578;31.67918764;-0.073604118;0.448993236;6.94E-18
1.592;-150.5235972;1374.354325;42.08977619;-35.60654237;-0.009161761;31.63096449;-0.073208421;0.449053087;6.94E-18
1.593;-150.217439;1379.453613;42.32450495;-35.81539077;-0.023510218;31.586263;-0.072817688;0.449111842;-1.39E-17
1.594;-149.9087788;1384.479856;42.5599771;-36.02230148;-0.037108058;31.54063979;-0.072431904;0.449169517;-1.39E-17
1.595;-149.5956329;1389.413208;42.79723721;-36.22789334;-0.050623656;31.49378994;-0.072051053;0.449226126;6.94E-18
1.596;-149.2901403;1394.368234;43.03290024;-36.43051773;-0.062767203;31.44806076;-0.071675116;0.449281687;0
1.597;-149.0049337;1399.467832;43.26317353;-36.62785967;-0.071926523;31.4059504;-0.07130407;0.449336214;6.94E-18
1.598;-148.7380704;1404.696187;43.48889081;-36.82040304;-0.078631182;31.3671564;-0.070937885;0.449389724;6.94E-18
1.599;-148.4654391;1409.821438;43.71811419;-37.01318334;-0.086806451;31.32717063;-0.070576523;0.449442236;0
1.6;-148.1853032;1414.825909;43.95160371;-37.20692974;-0.096944446;31.28575114;-0.070219944;0.449493765;6.94E-18
1.601;-147.8648925;1419.287494;44.16250048;-37.39913491;-0.115512957;31.22759423;-0.069868107;0.449544331;0
1.602;-147.5623313;1423.876922;44.36992179;-37.5880437;-0.132817349;31.1732364;-0.069520967;0.44959395;-6.94E-18
1.603;-147.2757267;1428.579103;44.5745602;-37.77440865;-0.149332229;31.12241398;-0.069178471;0.449642641;6.94E-18
1.604;-146.9817024;1433.161999;44.7838406;-37.96340228;-0.168498858;31.0706658;-0.068840559;0.449690423;1.39E-17
1.605;-146.6788611;1437.610972;44.99813759;-38.15559279;-0.190517853;31.01778669;-0.06850717;0.449737316;0
1.606;-146.3798245;1442.053905;45.21335734;-38.34873748;-0.213620686;30.96629664;-0.068178241;0.449783338;-1.39E-17
1.607;-146.0966522;1446.618855;45.42579622;-38.54112222;-0.236452833;30.91880496;-0.067853704;0.449828508;2.08E-17
1.608;-145.8276764;1451.292874;45.63586921;-38.73346455;-0.259293806;30.87508516;-0.067533486;0.449872847;0
1.609;-145.5507547;1455.84657;45.85011525;-38.92993971;-0.284735361;30.83063738;-0.067217508;0.449916374;1.39E-17
1.61;-145.2647774;1460.267381;46.06867416;-39.13074817;-0.312754462;30.78523549;-0.066905687;0.44995911;-6.94E-18
1.611;-145.0094864;1463.539187;46.20213063;-39.23993342;-0.319995067;30.6520765;-0.066597942;0.450001075;-1.39E-17
1.612;-144.7695351;1466.937744;46.33219485;-39.35010897;-0.327090463;30.52365785;-0.066294186;0.450042289;6.94E-18
1.613;-144.543482;1470.451693;46.45911256;-39.46166692;-0.334145391;30.39972257;-0.065994325;0.450082773;0
1.614;-144.3103327;1473.851768;46.5889223;-39.57705424;-0.343024955;30.27555994;-0.065698263;0.450122546;-6.94E-18
1.615;-144.0690523;1477.125431;46.72179812;-39.69603955;-0.353629804;30.15086965;-0.065405901;0.450161632;0
1.616;-143.8314726;1480.403153;46.85404895;-39.81683933;-0.364646367;30.02818643;-0.065117136;0.450200049;-1.39E-17
1.617;-143.6090103;1483.81809;46.98206669;-39.93845113;-0.374999448;29.9102391;-0.064831867;0.450237819;-6.94E-18
1.618;-143.4003903;1487.35914;47.10607484;-40.06074547;-0.3846727;29.7966931;-0.064549984;0.450274962;0
1.619;-143.1853107;1490.792058;47.23216817;-40.1846328;-0.395203864;29.68251903;-0.064271373;0.4503115;0
1.62;-142.9627578;1494.103026;47.3606347;-40.30958892;-0.406522016;29.56730618;-0.063995919;0.450347455;0
1.621;-142.7426021;1496.002531;47.3994557;-40.36521739;-0.410169844;29.36639058;-0.063723505;0.450382846;6.94E-18
1.622;-142.5381468;1498.047882;47.43349872;-40.41932849;-0.412485952;29.17031154;-0.063454014;0.450417695;-1.39E-17
1.623;-142.3481775;1500.226887;47.46310393;-40.4713938;-0.413440671;28.9786169;-0.063187324;0.450452024;1.39E-17
1.624;-142.15256;1502.297354;47.49464454;-40.52188106;-0.414599133;28.78601495;-0.062923305;0.450485852;2.08E-17
1.625;-141.950149;1504.243639;47.52854336;-40.57037892;-0.415988784;28.59202547;-0.062661832;0.450519201;6.94E-18
1.626;-141.7521123;1506.20007;47.56134807;-40.61577801;-0.416622418;28.3992737;-0.062402777;0.450552092;2.08E-17
1.627;-141.5698492;1508.305616;47.58953927;-40.65630684;-0.415370997;28.21040122;-0.06214601;0.450584546;2.08E-17
1.628;-141.4021237;1510.546532;47.61356918;-40.6914216;-0.412256217;28.02487491;-0.061891399;0.450616582;-1.39E-17
1.629;-141.2284897;1512.672272;47.63996146;-40.72272747;-0.409104786;27.8373684;-0.061638807;0.450648222;0
1.63;-141.0476431;1514.666086;47.66916929;-40.75030808;-0.406052422;27.64741495;-0.061388099;0.450679485;-1.39E-17
1.631;-140.7023744;1516.753775;47.74981301;-40.87231016;-0.439818948;27.53764162;-0.061139137;0.450710393;0
1.632;-140.3728142;1518.987731;47.82652056;-40.98698324;-0.471399127;27.43037693;-0.060891788;0.450740964;-1.39E-17
1.633;-140.0575944;1521.352652;47.89977147;-41.09423299;-0.500899807;27.32507007;-0.060645912;0.450771219;0
1.634;-139.7356801;1523.592102;47.97600661;-41.19788468;-0.530509614;27.2166447;-0.060401365;0.450801177;0
1.635;-139.4055838;1525.688963;48.05562026;-41.29863164;-0.560445568;27.10471142;-0.060158008;0.450830857;-1.39E-17
1.636;-139.0785219;1527.783221;48.13513427;-41.39487213;-0.589623201;26.99182654;-0.059915701;0.450860279;0
1.637;-138.7660268;1530.015456;48.21122069;-41.48403194;-0.61684218;26.8802928;-0.059674305;0.45088946;-1.39E-17
1.638;-138.4665088;1532.369078;48.28435877;-41.56674217;-0.642343671;26.76960828;-0.059433679;0.45091842;1.39E-17
1.639;-138.1583783;1534.585658;48.36072785;-41.64887781;-0.668586539;26.65516044;-0.059193677;0.450947177;0
1.64;-137.8400083;1536.648307;48.44067956;-41.73156218;-0.695858197;26.53665806;-0.05895416;0.450975749;-1.39E-17
1.641;-137.2730872;1538.536256;48.5838268;-41.87437325;-0.735735752;26.51154615;-0.058714988;0.451004152;2.78E-17
1.642;-136.7191925;1540.549279;48.72413738;-42.01352811;-0.774460601;26.48663382;-0.058476024;0.451032404;0
1.643;-136.1764771;1542.669709;48.8621154;-42.1502658;-0.81241413;26.46150806;-0.058237127;0.451060522;-1.39E-17
1.644;-135.6232609;1544.641766;49.00364058;-42.29106678;-0.852068537;26.43206675;-0.057998157;0.451088521;0
1.645;-135.0579156;1546.449467;49.14904838;-42.43692733;-0.89369766;26.39809687;-0.057758976;0.451116419;0
